topic	sentence_hash	sentence	stance	aspect	inner	cross
marijuana legalization	90fbdcba9a687f606acaab40cf6ad6d3		nnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000011111111111111111000000000000000000000000001111111111111100000000000111110011111111111111111111111000000000001111111100000000000001111111000000000000000000000000000011111111111111110	Train	Train
marijuana legalization	d31906ddfb31a33ea966725acf2adb59		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000000000000000000000011111111100000000000011111111000000000000000000000000111111111111111110	Train	Train
marijuana legalization	1da5c95c81a3782443d9536d207ac301		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000111111111111100000000000000111111110000000000000000000000000000000011111111111111100000000000000000000000000000001111111111111110	Test	
marijuana legalization	bea9d115460b491f3063c7d01b8a4d84		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00001111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111000000000000000000000001100000011111111000000000000111111111111110	Train	Train
marijuana legalization	4b695a42c6ecd5323796a4bf129cdd6e		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000000000000000000000000000000000001111111111111111110000001111111111111110	Train	Train
marijuana legalization	9dce60fedb60b8c0042232f695f4a8f7		nnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000011111000000000000000000000000000000000	Train	Train
marijuana legalization	1a468797b1c0ee6b731db4821ff3353a		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000011111111111111111111111000000000000000000000000000000000000	Train	Train
marijuana legalization	1c90b5ea647cd2b96dbf0414ccd85c8b		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000001111111111111111111100000000000000000000000000000000000000011111111111111111110	Train	Train
marijuana legalization	6f4c28b1f1dc8eb25b04f2e2ffb78aff		nnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000011111111111000000000000000000000000000000000000000000001111111111111111111100000000000000000000000000000000000000000000000000000011111111111111100000011111111111110	Dev	Train
marijuana legalization	8b94b69dd265e2c4ea9b09aac6a58f2e		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000011111100000000000000000000000000000000000000000000000001111111100001111111111111000000000000000000000000000000000000000000000000000000000000	Test	
marijuana legalization	4c2c6e6ec7f23f811d6446ac42a58bca		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000001111111110000000000000000001111111110000000000001111111000000000000000000000000000000000000000000000000000000000000111110	Test	
marijuana legalization	4db759631301a6ef15d30e5fd5047de1		nnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	00000000000000000000000000000000000000001111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	075c2f5fe0aca6e78248fc72e554aaa4		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000001111111000000000000111111111100000000000000000000000000000000	Train	Train
marijuana legalization	d0f6f9bbd74ab3c0e414eb42ea7281d9		nnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnn	00000000000000000000000000000000000000000000000000000000011111111110000011111110000000000000000000000011111111100	Train	Train
marijuana legalization	49866b3fa81b7e9a91a45b3071ef44ea		nnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000000000000000000000000001111111100000000001111111111111000000000000000000000001111111111000000000000000000000000000001111111111111110	Test	
marijuana legalization	541ad6c0fe636141287baece4825e0bb		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000011111100000000000000000011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	900919f2c6907abab2534569a1d078bf		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnn	1111110000000000000000000000000000000000000000000000000000000000111111111111111111111100000000000000000000000000000000111111111111111100000000000111111111111111000001111111111000000000000000000000	Train	Train
marijuana legalization	ac0b06aff044f3b473d703979b43199b		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111110000111111111111111000000000000000011111111111111111111110000000000000000000000000000000111111110	Train	Train
marijuana legalization	3b880a79395d0a4127fdab8f8d24a501		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	111111100000000000000000000000000000000000000000000001111111111100000000000000111111111100000000000111111000000000000000000000000000000111111111111111110	Train	Train
marijuana legalization	112ae69b9cf86d95914cf2b8f9c1695e		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000000000000000011111111111100000000000000011111111110000000000	Test	
marijuana legalization	c98861b40e656373a2cce9a489f5927a		nnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnn	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111000000000000	Test	
marijuana legalization	191f8c299086ed22700389939c5c8be6		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111100000000000000000000000000	Test	
marijuana legalization	fe4687ae015a7cd3016c9ea80b5b5e3c		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000011110000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000011111110000000000000000000000000000011111100000000000000011111100000000000000000000000000111111110	Test	
marijuana legalization	4c65c0a9c8ed37fddad92fce12fb0e72		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000111111100000000000000000000000011111111100000000000001111111111111111111110000000000000000000000000000000000000000000	Train	Train
marijuana legalization	e23e5c31d81c0cd59322d9b0c748ffcb		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	000000000111111111111000000000000000000001111100000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	3d092d53419e3c17b9b26be500dc0cee		nnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnn	0000000000000000000000000000000000011111111000000000000000000111111000000000000000000000000000000000000000	Train	Train
marijuana legalization	0a2711255a463cf487d268b872087f91		ppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	0000000000000000000000000011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	df59970fafb85ba9e26da3d61847531a		nnnnnnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000111111111111111100000000000000000111111111110	Train	Train
marijuana legalization	55b4c88fd7485deac6bafc1bcbdeda6a		ppppppppppppnnppppppppppppppppppnnnnnnppppppppppppppn	00000000000000000000000000000000000000000000000000000	Dev	Train
marijuana legalization	552e87d559b38ba0626b0bd0b65b8ce5		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	1111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000111111111111110000000000000000000000000000000000000001111111111111110	Train	Train
marijuana legalization	08bbac8ad9c342900460db93a6660e4c		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnn	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111110000011111111000000000000000000000000000000000	Train	Train
marijuana legalization	da3a85574c4bc21653f2dea416a54396		ccccccccccccccccccccccccccccccccccccccccccccccccccnnn	11111111111000000000000000000000000000111111111111000	Train	Train
marijuana legalization	577c86b121b31799aad1fea9a22ab99d		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnn	0000000000000001111111111100000000000000000000011111111111111100000000000000000000000	Test	
marijuana legalization	9dc3f55d4c5ef0bb845bc9e578c5475d		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000000000000000111111111111110000000000000000000000000000	Train	Train
marijuana legalization	b7374655fe32eec505d57debe8f13010		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	0000000000000011111111111111111111100000011111111111111111111111110000000000000000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	a7af2781ff4c8b27faf9859bbe48c92f		nnnnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnn	00000000000000000000000000000111100000000000000000000000000000000000111111100000000111111100000000000000000	Train	Train
marijuana legalization	a7c1bfd2c8e30b2134f2aa5f20076cf6		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000001111111111111111111110000001111111110000000011100000111111111100001111111111111111110	Train	Train
marijuana legalization	84fa4d612acde1e371d92bada78e0b33		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000111111111111111111100000000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	e4b6b98492bbbe5da153f90a89eb5764		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	0000000000000000000000111111100000000000000000000011111111111111111100000000000000000000000000000000000000000000000000000000000000	Test	
marijuana legalization	ca0da2fa7780c7440e978ceee5f8dbdf		nnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccnnnnnppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000111111000000000001111100000000000000000000000000000000001111111100000000000000000011111111110	Dev	Train
marijuana legalization	15ac02db923317bf61a89d74456a36da		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000001111111111000000011111111111000000000111111111111111000000000000000000000000000000000000	Train	Train
marijuana legalization	d343d86ad973b63a974fb6bc4d8ea46a		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000000000000000000000000111111000000000000000111111000000000000000000000000000111110	Train	Train
marijuana legalization	702529d62e1f46887dcfe552bcbb50a5		nnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111000000000000011111111111100000000000000000000000000111111111111111111110	Dev	Train
marijuana legalization	808968d16b0d4f00135c2b872f8f4d63		npppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnn	0000000000000000001110000000000000000011111100000000001111100000000000000000000000000000000000000001111100000111111111001111111111111001111111111111100000011111111111111100	Test	
marijuana legalization	89190afe3265165d1ed4e44642210461		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	000000000000000000000000000000000000000000000000011111110000000000000011111111111110000000000000000001111111100000000000000001111111111111111100000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	652accf6505183a9dd2c9a4c32f674f2		nnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	00000000000000000000000111111111111100001111111110000000000000000000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	8959d77b830382b64db756de74abefde		nnnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	0000000000000000000000000001111111110000000000000000000000000000011111110000000000000000000000000000000000000011111110000000000000000000000000000000000000000000	Train	Train
marijuana legalization	cb7e7bb1375c49a28f0738c877620586		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	11111111000000000001111111111111111100000000000000011111111000011111111110000000000000000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	c97605e6307764aef63f0853f09b41e1		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111000000000000000000000000000000000000000000000011111110000000011111111111110	Test	
marijuana legalization	133310191987527907ff4903282c7bff		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	000000000000000000000000000000000000000000011111111111110000000000000000011111110000111111000001111111100000000000000000000000000000	Train	Train
marijuana legalization	2bbd0f0ef0679e2efe2bd78a69151fb1		nnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	00000011111111100000000000000000000000000111111111111100000000000000000111111100000	Test	
marijuana legalization	5abf586a78805d8d19401de455ceee89		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000000000001111111111111111100000000000000000011111111111110000000000000	Train	Train
marijuana legalization	2959486050a04333cab8b59ffcc7ac38		nnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	000000000000000000000000000000000000000000000000000000000000011111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	58cca3e2f898063ce8fbca8bf7132c5f		nnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000111110000000000000000000000000000000000000001111111111111110	Test	
marijuana legalization	ecc1aebd3537f74bcafaa87c07321b88		nnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000000000000000000000000	Test	
marijuana legalization	ed7c24e2d46ac970dee8f227bf5b74f7		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	00000000000000000000000000011111000000000000001111111111111111100000000000000011111110000000000111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Dev	Train
marijuana legalization	e1c8f1a8326879bd5bf5c9cd4e28ea79		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000000000000000000000000000000000000111111111110000000000000000000000000000000000000000000111111000000000111111110	Train	Train
marijuana legalization	ae543d703bf42bf5b395c19aee86f496		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000111100000000000000000000000000000000000000000	Train	Train
marijuana legalization	67c9443d02f84dfe18bd506f2cdceb11		pppppppppppppppppppppppppppppppn	11111111100000000000000011111110	Test	
marijuana legalization	73ccfbba4cce6cba70720d982b4dd34c		nnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000000000000000000000000000011111100000000000011111111100000000111100000000000111111000000000000000000000011111111110000000001111111000011111110	Train	Train
marijuana legalization	6f8368fcd32f15b669856436dfc525b2		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnn	00000000000000000000000000000111111111100000000000000000000000000000000000000000000000000000001111111111000000000000000000	Train	Train
marijuana legalization	f89993c354fa7f7872aded32ff8da436		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	aea29c0a8a7bad29e6f32f286a6d4bdd		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000000000000000011111111111111100000000000000000000000000000000000000000000000000000000011111110000000000000000000111110011111100000111111000000000000000011111111111000000000000000000001111111110000011110	Train	Train
marijuana legalization	2f186b6c3865b15f4e81535db7964505		nnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000001111111100000000000000000000000000001111111110	Train	Train
marijuana legalization	485c1216d07c116efee60be3d075b51c		nnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	0000000000000000000000000000000000000000000000000000001111111111111110000000000000000000000000000000000000000000000000000	Dev	Train
marijuana legalization	0c0eee4bf5ce65150cfe44dc2ed36cc7		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000000000000000000000000000000000000001111110000000000000000000000000000000000011111111111110011111111111111111111110	Train	Train
marijuana legalization	28d578fcaa1919ac72bd17a024393d0e		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnn	000000111110000000000000000000000000000000000001111111000000001111111000000000000000000000000000000000000000000000000000	Dev	Train
marijuana legalization	c90d57b670388e33b13c0d0e135ea4ad		nnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000011110000000000000000111111100000000011111111110000000000000000000000000111111111111111111111000000000000000000000000001111111000000000000000000000000000000000001111111111110	Train	Train
marijuana legalization	febf6e1a71075a7a7feebc5425025144		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnn	00000000000000000000000000000000000000000000000000000000000000001111111111111111110000000011111111111110000000000000000	Train	Train
marijuana legalization	938998e98fbc987aa0b23ee2db8eaa47		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000001111111111111100000000000000000111111111111111110000000000000001111111111111111100000000000000	Test	
marijuana legalization	22af7348312bbe596f1d3d9ae07dddb1		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000000000000000000000000000000000000000000111111111111111110000000000000000000011111110000011111100000000000000000000000	Train	Train
marijuana legalization	1863166e5b56ae0c04ef4f02e9c4d76b		nnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppnnnnnncccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnn	000000000000000000000000000000001111111111111111110000001111111111111111000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	9b874013e8a96e1a36577849fb1ac224		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000000000000000000000000011111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111000000000000000000001111110	Test	
marijuana legalization	330b95ba988a46b509d04e632297abe8		nnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000000111111110000000000011111111111111110000011110000000000000011111111111111111111000000000111111001111110000000000001111111111111111111110	Train	Train
marijuana legalization	448914c966529c6fedb9afe512dcb9f6		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000000000000000000000000000011111111000011111111100000000001111100000000111111111111110000000000000000000000000011111110000000000000000000000000000000000000000000000111110000000000000000000000	Test	
marijuana legalization	fb980fb9c8afc3a4ab3dfc3242c4f7af		nnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000011110000000000000000000000000000	Train	Train
marijuana legalization	1f330e15a473c291bbba86bbd25cdf67		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111110	Dev	Train
marijuana legalization	89067d8d89e1a5ff324cbe9aaa44437e		nnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000111111111110000001111111111111110000000000000000000000000000000000000000000000000000	Train	Train
marijuana legalization	bf44856a096daef362ccfd0228cd49ad		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000001111000000111111111111110000000000000000011111111111100000000000000000000000000000000000000000000000000111111111111110000000011111111111110	Test	
