topic	sentence_hash	segment_count	segment_hash	stance	aspect	segment	inner	cross
minimum wage	c66f3c4f18cbb1c74d07401d66c4a1e6	0	4e62444b822fca3b3d8ea8c871768ec5	pro	0000000000000000000000000000000001111111111111111111100000000000000001111111111111		Train	Train
minimum wage	bd139d4cbd547dc965d1589bfb80ed16	0	0509d1dfcca2ed15e9ec9a2d8a2925e4	pro	000000000000001111111111111111000000000000000000000000000000011111111000000000000000000000000000000000000111111110000111111111111000011111000001111111100000000000000000000000000000000000000000000000111111111111111110000000000000000		Test	
minimum wage	975baf1f50daba903085491e5cf32355	0	549319de10c4b55dcc8ce56e1b9bcba9	pro	11111111111111111110000000000000000000000000000000000000000000000000000011111111111111110000000000000		Train	Train
minimum wage	9cb6ad065e6171c12bb2d1497334fc20	0	cc070404089955abe46d79693cf2383a	pro	000000011111000000000011111000000000000000000000000000000000000000000000000000000000000001111		Train	Train
minimum wage	86439966bdb4c8cb075dfa8b01180419	0	58e8bfb943bb6c529e98dcbf769e9304	pro	000000000000000000000000000000000000000000000111111111000000111111111111111100000000000000000000000000000		Test	
minimum wage	f506a818c3021affaad8d30800bce2b7	0	9e18cf3cd94406f8ce5a23e9fbfa9e03	con	11111111110000000000000000000000000000000000000000000000000000001111111111110000000000000000000000000001111111111111111111		Train	Train
minimum wage	37fbcd94644fc6633a88aa102ca9f8ac	0	ddad947180a9c673a2536fd49c7b7e84	pro	1111111111111111100000000000000000000000000000000000000000000000		Train	Train
minimum wage	37fbcd94644fc6633a88aa102ca9f8ac	1	49008e75d2cfbb1c9a0d2eb719c45d0d	pro	0000000000000000000111111111111000000011111111111111000000000000000001111111111111111		Train	Train
minimum wage	3b7698363e426baff777fee43a3c2451	0	496de71e3cf123f5dd40baef9f7eb163	pro	000011111000000000000000000000000000000000000000000000000000000000000000000000000011111111111111100000000000000000		Train	Train
minimum wage	a4ea42db8a758cff8c4a1d101f14a5fb	0	1956755406ee737dc996c8d7a4bed9ce	pro	00000000000000011111111111000000000000000000000000000001111111		Train	Train
minimum wage	0e20b05e33b4a4806da581f251d135b5	0	a4fc1efe6b01f6aeff5f584ba159e3af	con	0000000000000000000000000000000000000000000111111111111111111000011111111111000000000000000000000		Test	
minimum wage	c77baedbb49bcc53e56d0cdaa3840721	0	e37dc7922b02980696c5d356b52a3ec3	con	000000011111100000000000000000000000000000000000000000000000000000000001111111111111111111000000111111111000001111111111110000000011111111111111111000000111111111110000000000000		Dev	Train
minimum wage	63a73963a503d3cdcee1497e6dfafec6	0	1dcf0e862fe762abf858350d7044e65d	con	00011111000000000000000000000000000000000000111100001111111111000000000000000000000000000000000000000000000000000000		Train	Train
minimum wage	6a8801927b07bf1e99197f7f73a348c5	0	1681f5d4a8a2ee9db6ab4340ef6b7b68	con	1111111111111100000000000001111111111000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111		Train	Train
minimum wage	5644bfd61fb0a53308bf666078c7dc69	0	35fdcc50c109b9f5c778ca3e39e2928f	pro	00000000000000000000000000000000000000000000000001111111111000000000000000000000000000000000000000000000		Test	
minimum wage	4cdccfafa213219a4c06ce3cd26d7809	0	423c56661bf0dd7ff5ee5b48c50f86e9	con	00000000000000000000000011111110000000000000001111111111111		Test	
minimum wage	a5715dfd829bda1d90d810f01e1f6972	0	05d3624136655a8ee4b88230c19ee2fa	pro	0000000000001111111111111111100000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000111111111		Train	Train
minimum wage	ba4c999c8794e14e205a61f80e67e0ad	0	9727ea37bd0b8e5ce70ba3b52108f819	pro	000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111110000011111111111111111111110000000000		Train	Train
minimum wage	fb79cd1eb4631de93dfa227face29a35	0	61b3a0bd87770ef720e183047acba00c	con	0011111111111111110000000000000000000000000000000000000000000000000000111111110000000000000000000000011111111111111		Train	Train
minimum wage	8e85295ea529289bb91ba9ee06fcff82	0	c8c3979989c27df81a52a38f419e0719	pro	00000000000000000000000000000000000000000000000000000000000000000000000000011111110001111110000000000000000000000000000000000000000000000000000001111111		Test	
minimum wage	e34422b6b9b79bbfd351921003819b48	0	b030e5d7081477130c672a5727c7dc70	con	0000000000000000000000000000000000000000000000111111111100000000001111111		Train	Train
minimum wage	c9f0a48998300bfcd0283204a1523702	0	48463bc02c4a3b05256e20cdfaf411d4	con	00000000000000000000000000000000000001111111110000000000000000000000000001111100000001111111110000000000000000000000011111100000000011111000000000000000000000000000000001111111		Train	Train
minimum wage	3979f9be4f52158229b40aaf9f3fbeab	0	c0e3e6beb22ac255492681e743a50ea6	pro	00000000000000000000000000000000000000000001111111000000000000000000000000111111111000000000000000000000000000000000000000000000000000111111111111000000000000000000000000		Train	Train
minimum wage	792e4fe34314a85850ad54c17e01ede2	0	65e57471ff6ead43224be85c6ac2e01f	pro	000011111111111111111111100000000000000000000000000000000111111111		Dev	Train
minimum wage	3b43b519c128cf92b357c9aa325d2b9a	0	475ab1ec4d7bb2c7b0853811e9f46caf	con	11111111111111111111110000000000000001111111		Train	Train
minimum wage	29fd5813ae44ca7d3d84facaf344546f	0	b1c5f69939910ccdde6535d7b4992d43	con	000000000000000000000011111111111111111111111100000000000000000000000000000000000000011111111111110000000000000000000111110000000		Train	Train
minimum wage	58860e4e685d8ae92257bc09c3fe0b1d	0	27014f489b087a3375daa8f97e2dd6c1	con	0000000001111111000000000000000000000000000000		Train	Train
minimum wage	58860e4e685d8ae92257bc09c3fe0b1d	1	c9b4709e311e8df6347ab59c49464552	con	0000000011111100000000000000000000000000000000		Train	Train
minimum wage	4ed47031a7270ab729e91e102ea75399	0	ee8c2ccbd8e2594bdc0d68c4f5559bd6	con	00000000000000000000000011111111111100000001111111111111111111		Train	Train
minimum wage	657c0824c376288c63c761f3a6d8e788	0	25ea702500b98f4513b409e847fd7aa3	pro	000011111111000000000000111111111111111111100000000000000000000000001111111111111110000000000000000000000000000000000000000		Test	
minimum wage	c1b46cd20abbca67df913c099f01b652	0	429d05526ec7100684b04a19ef038b75	pro	0000000000000000001111111111111111111001111111111111111000000000000000000000000000000000011111111		Train	Train
minimum wage	6e18cff991715e776c0d6de8651a380e	0	0df887caadfbf89f2f9e7da3c0527fc6	pro	000011111110000111111111100000000000000000000000000000000000000000000000000000001111111111111111100000000000000000000000000000000000011111110000000000000000000000000000001111111111000000000000011111111111111111111		Train	Train
minimum wage	7f70851053add0be78c2c301b9afc00d	0	4517a9e901c575a7b75751c98e63fb23	pro	000000000000000000000000011111111100000000000000000000000000000011111110000000001111111111		Train	Train
minimum wage	1f0fe6ff923297d6ece73792a58b5344	0	b398ecd534f81215fccceb170cc10977	con	000000000000000011111111111100000000000000000000000000011111111111111111		Train	Train
minimum wage	b84df1d56d184620f89d64acfb2e9a54	0	44b94c124405abdd6006b720c97db0af	pro	0000000000000000000000000000000000000000000000000000001111111111000000000111111111111100000000000000000000000000000011111111111111111100000111111111		Train	Train
minimum wage	6d0c16ae563d7bb92058e555a166bfc9	0	f35f073ee3d1283ac9af803e350b21a9	con	0000000000000000111111000000000000000000000000000111111000000000000000000000000000000000000000000000000000000000000000000000111111111111111110000000000000000000000000000000000000000000000000000000000000000011111111		Train	Train
minimum wage	10f3676788b57049e410c86c49a09c90	0	7755c7e9b545684283a12c64993442ea	pro	1111111111111100000000111111111111111		Train	Train
minimum wage	10f3676788b57049e410c86c49a09c90	1	1889a112bdec7e2c6fc69789e79d1898	pro	11111111111111100000000111111111111111		Train	Train
minimum wage	ba055e4be1c76d86245f4eefb8a32dc1	0	cb92e153afd927bd919df8fcd42e85c0	pro	000011111111110000000000000000000000000000000000000001111111111000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000		Dev	Train
minimum wage	ce991e27cbe33ebfda5d921e3fdc613f	0	beed5bbb94f539f6fbf7e3f3782fb0a0	con	00000000000000000000000111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111		Train	Train
minimum wage	ae4b58999ad6335750ab86aba24717a3	0	0d57cdddcf23de51777a51de864a708b	pro	000000000000000000000000000000000000000000000000111111111111111		Train	Train
minimum wage	3c6b154d42d828d26d4340ce2f91a8ce	0	7ad3bcc917d216ee091b73f341d9fca4	pro	0000000011111111100000000000000000000000000000000000000000000000000000000000000000000000111111111		Train	Train
minimum wage	39639b74ba1c1df4e0a31ef3fdc0a644	0	039cee935bfdc61deca111a893a990b7	pro	00000000000001111111000000000000000000011111100000000		Train	Train
minimum wage	8aa5697c7f105b7e4919f1d44497bd5e	0	a248de7a6c2d3df7ad23d22b44a6d867	pro	00000000000001111111111110000011111111111111111111110000000011111111111111100000000000000000000000011111111111000000001111111111111111		Train	Train
minimum wage	d590732e695ee5dd9dfa9345e1934bf7	0	ac2fa2453f7b540bd2af927479f39016	con	0000000000111111111111111100000000000001111111111111111111111110000011111111100000111111111111111111111		Test	
minimum wage	1ff2d70e042b92739e13f66fcf05e764	0	1d8a9b271e0608c09e1ddadfdef6e4c0	con	0011110000000000001111111111111111111100000000000000001111111111111111000000000000000000000000000000000000000000000011111111111111111111000000000000001111		Train	Train
minimum wage	94a9141bbcadb5c724b7fa620eb10c75	0	13ea8c9a4cfc1eadf6cae158887cc696	pro	0000000001111111100000000011111111000000000000000000000000000000000000000000000000000000000000000000000001111111111111111110000000000000000111111110000000000000000		Train	Train
minimum wage	a15f5f8b76b1b6b745512a1890cf8dc8	0	21370d9d0deda2d88ec9853b12d219a6	con	000001111111110000000000000000000000011111111111111100000000000000000000000000000000001111111111111111111110000000011111111111111110000000000000000000000001111111111111		Train	Train
minimum wage	dea98f722f8f822379080f94db5a53e1	0	8ffdfea5f56a3b42c0a0c9dbcd81d8c6	con	00000000000000000000000000000000000000000000000000011111111		Test	
minimum wage	23e8ffac1ec1178a0e9334bfdd1ad723	0	691e8bbdbf27ebf7ab962485d50aaf4a	pro	000000000000000000000000000000111110000111111111111111100000000011111111111111111111		Test	
minimum wage	2c0b89e9b26229fc9a6478e584292bbf	0	72cfaed6b3249fb8672aa07735db0555	con	0000000000000000000000000000000001111111111111111111111111		Train	Train
minimum wage	862e9437c99bf0ce1add6c2c7bf824aa	0	660f3dcb3bba7ced455fca973c15af01	pro	0000000000000011111111000000111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111100000011111111111111111		Dev	Train
minimum wage	191ae393a96be62ec3e66aca2f5652a6	0	795690a6b94be3db2e434be02cde0285	pro	0000000001111111111100000000000000000000000000000		Train	Train
minimum wage	191ae393a96be62ec3e66aca2f5652a6	1	916d8e720b24fad2c029d29fec6be1b4	pro	00000000011111100000000000000000111111111111000000000		Train	Train
minimum wage	9a85335413e5d973567c9043563639fe	0	c16141a20006b8b718dfb97b81a3eb43	con	0000000000000000000000000000000111111111000000000000000000000000000000000000000001111111		Train	Train
minimum wage	cad02a19b03eefd1518698d353acdbb6	0	8337cf36f999871e39fdad16a7bcd798	con	0000000000000000001111111000000000000000000000000000000000000000		Train	Train
minimum wage	cad02a19b03eefd1518698d353acdbb6	1	c88c5d763bc697259455ad09ad94e2db	con	0000011111111100000000000000000000000000111110000000000000000000000000000000000111111		Train	Train
minimum wage	72ca70f03702cf3508684b8e1ca43e6a	0	bcfcf9b9ffefa1da34ced5c661eb6012	con	00000111110000011111111111111111111100000000000011111111111111000000000000000000000000000000000111110000000000000000000000000000		Train	Train
minimum wage	ed670dacf3bbda6f0e94682bae31b61c	0	cad2e0ee7ae9810002726ff4add13d13	con	00000000000000000011110000000000000000000000000000000000000011111111111111111100000000000000000000001111100000000000000000111111100000000000000000		Train	Train
minimum wage	d24016e9d3e9aae4244ad5e26a1ef3ff	0	868b82b859f735e1df991a2178ec5ce1	pro	000000000000000000000000000000000000000000000000000000001111111111111111100000000000000111111111000001111111111111111111		Train	Train
minimum wage	762530afeb45394aab5f992d6bc41b5f	0	7f7973b42d65af3b50da86b5d8bc1bf5	con	1111111110000000000000000000000001111111111110000000000000000000000000000000001111111111		Train	Train
minimum wage	b6f945594df7f5673abcd7b5bfd5d1ba	0	f7cd782f533eb3c20b9bce9b330b260e	pro	00000011111100000000000000000000000000000000000000000000000001111110000000011111111111111100000000000000000000000000000000000000		Test	
minimum wage	4537c8133d5b27f28db90bf28ee9202d	0	aeb4e51510fae242b9cc8973a85c46f0	pro	000011111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111110000000000000000000000000000000000000000000000000		Dev	Train
minimum wage	1a1a1cfd709f934f34f811d6d2e3c7da	0	cd3fdd68d3587b14a48f9311080fa758	pro	0000011111000011111111111111110000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000111111111111111		Train	Train
minimum wage	15f2dc62c51c16fdf9f452267ed22e0b	0	1ef5318885951f6bf0935b97f7c869e0	con	000000000001111111111111111000000000000000000000000000000000000000000000000000000000000000		Train	Train
minimum wage	e112f4149b6976517d0ecd462e8f3704	0	e9a1d0a92b6a4fda056bcf5d85caa2ac	pro	000000000000000000000000000000000000000000000000000000000000001111111111111111000000000000000000000000000000000000000000000000000000000000000000000000111111111111		Train	Train
minimum wage	c64957a405bce1aad31393ae8ac877de	0	3141001be94f81d232ba83a2567bc3df	pro	111111111111111111111000000000000011111100001111111111		Train	Train
minimum wage	c64957a405bce1aad31393ae8ac877de	1	8dca99db404904608ed59afc44fff31c	pro	000000000000000000000000000000000000000000000000111111111000000000000000000000000		Train	Train
minimum wage	b32184f7a0b056fb91222c72c8bc4ed2	0	0ade3788094a6bafc6306139b4e6f51e	con	00000111110000000000111111110000000000000000000000000000011111100001111100000000000000000000000000000000000000000000000000000000111		Train	Train
minimum wage	be375133de14baf31832fee1af767dd0	0	e08b89985b3740ca1d650d54150e3536	con	11111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000		Test	
minimum wage	9cd346f67f55a49b8815b7ae008bad2a	0	08e7134e5ff38081368b6084e2e472a5	con	0000000001111111000000011111111111111110000000000000000000111111111111111100000000000000000000000000000001111111110000000000000000		Train	Train
minimum wage	2d219c5ff4f9fbbe573127f9b8fc06b9	0	287827a6f85ea3b6fff17c807250926e	pro	000000000000000000000000000000000000000000000111111110000111111111111111111111100000000000111111110000000000011111111111111111000000000000000011111111000011111111111111111111		Dev	Train
minimum wage	40bd5612efe977dee3bf60e718ba7f9f	0	c8b4a14693674d44e6bea1c3880ce926	con	000000000000000000000000000000000111111111111111100000000000001111111111		Train	Train
minimum wage	92a55e5464eb506c5a5ee31c19233b66	0	f03f063463a201172a86ce329d7a2f85	con	000000000000000000000001111111100000000000000000000000000000000000000001111111111111000000000000001111111111111000000000000000000000000000000000000000000000		Test	
minimum wage	e54bdceb3e20366b404867e78aee5f8d	0	58b36b18579f175e5022f98f6f2f0cc0	pro	111111111111111111000000000000000111100000000000001111000000000000000000		Test	
minimum wage	e54bdceb3e20366b404867e78aee5f8d	1	2dd64694f92ad6175cca423e5fb5a972	con	0000000000000000000000000000001111110000000000000000000000000000011111111111111100000000111111111111111100000000000000000000000000000000		Test	
minimum wage	ce43d4779dada4678b59746e12ea6d1a	0	7f1016cf814f4ed38412aee30ff2b31d	pro	0011111111111111111111100000000000000000000111111111111111111000000001111111000011111111111111110000000000000111111111111111111100000000001111110000011111111110000000000000000000000000000000001111000000		Test	
minimum wage	f77066d071e075ffc92d1f25840cd822	0	4b23eac7ac75c88a8dd9e4ffc5e25e34	pro	00000000000000001111111000000000000000000000000000111111111111111111111		Dev	Train
minimum wage	21256d90d0efd23dead832f368452cba	0	96b6db9d6abb6ef05f322a883fd0de74	con	000000000000000000111111111110000000000000000011111111000000000000000000000011111111111111100000000000000000000000000000011111000000000011111111111110000000001111111		Train	Train
minimum wage	ab052d87c4b8bb55f9aecc52ee9cf96a	0	fc476a90d94e4d6c5274f255d1de9188	con	00000000000000000000111111100000000000000000000000111111100000000000000000000000001111111		Test	
minimum wage	2113d4b1c779998d01409e97fd7b9316	0	9a20e6d5fe3b2e0d726894637eae4bf7	con	0000111100000000000000111111111		Test	
minimum wage	0b9c28ce1b4ecd0f4b43e2a86296b190	0	9549982c8f13f325844e0f7576d9f7fd	pro	00000000000000000000001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111000000000011111111111111111111		Train	Train
minimum wage	3d2c181ecea8d2e47e14171ac8b4d59d	0	31ef7fc2bbe6d7764fbd873859616595	con	000000000000000000000000000000000001111111111111111111100000000000000000001111111111111111111		Train	Train
minimum wage	b11960dd546bba333c86eab830023074	0	0459ea63966948740d955b6a4e46794d	con	000000000000000000000000000000000000000000000111111111111100000000111111111111111111111100000000111100000000000000000000000000000001111111100000000000000000000000000000000000000000000111111111		Train	Train
minimum wage	af96d6c17a80a79abc54b1062b0b49a7	0	b6edfdff12aac9efe5d53a9b5769c82a	con	11111111111111111111111000000000000000000000011111111111111111111111		Train	Train
minimum wage	f9e51e5127a3c58a8bc7ee13c79bfb09	0	d653f82ae7ec0eb3e6e455a4d678add6	pro	00000000000000000000000000001111000000111111111000000000		Train	Train
minimum wage	f9e51e5127a3c58a8bc7ee13c79bfb09	1	fc0830374e78482220d631ab88682070	pro	0000000000000000011111100001111111110000000000000000000000001111		Train	Train
minimum wage	7a3c85d2d871f9277e7a5ccafbab91f9	0	07d6a01496506b5c50f1fdb1ce2b9b38	pro	0000000000000000000000111100000000000000000000000000000000000000000000000000000001111111111111111111110000000000000000		Dev	Train
minimum wage	4076af9410c4df56704b2c7da11c2fcb	0	47ad2fc9e4b44ec891d8034b28851096	con	000000000000000000000000000000000000000000000000000000111111111000000000		Train	Train
minimum wage	2cf0d69115da179cfad05830a1bd1366	0	2b93c09ec31e5e293fbc018b2d34c0de	pro	00000000000011111111111111111111000000000000000000000000000000000000011111111110000000000000000000000000000000000000000000000000001111111111100000000000000000000000000000000000000000000000000000000000000000001111111000000001111111111		Test	
minimum wage	92e82f9aab049bf36dd80f228501d636	0	781058473de1a51e9f700face1bd0eae	con	00000000000000000000001111111000000000011111111111111111111000000000000000000001111111111111111111		Train	Train
minimum wage	814c039ef12017d00f319c2cfa834738	0	942d41d7a963a3beeda71ddc86f3e6a9	con	000000000000000000000000000000000000000000111111100000000011111111111110000000000000000000000		Train	Train
minimum wage	08a2873564f184386de7d040579b9c9d	0	4f179ba9587812ac4dc54a0b8c5abc8b	con	11111111100000000000000000000000000000011111110000000111110000000000000000000000001111000000000000000		Train	Train
minimum wage	adb4cbfe7e11e3cb404671803792bbb9	0	81e936376c484676ad89a779522adb1c	pro	00000000000000000000000000000000000000000000011111111000011111111111110000000000000000001111111111111111111000001111		Train	Train
minimum wage	46898fa26cd252d33f1b8e4f868ca4af	0	04d37d75361c190f1f1c153a73db9018	pro	0000011111111111111111100000000000000000000000000000000000001111		Test	
minimum wage	e3855eae621d2e8ea8ad7512b4777558	0	bdc0e331ce8b596c4e26819f6cf0852f	pro	00111111000000000011111111111111111110000000000011111111100000000000000000000000000000000000111110000000000000000011111111111111111111		Train	Train
minimum wage	4947e9a45402ff99072197d85c38e932	0	f225b3054178b152703b5e3f2f75d90a	pro	0000000000000000000000000000000000000000000000001111100000000000000000		Train	Train
minimum wage	fa478493f72414be6ef0fee5bac3678e	0	6bd9f55887c17834625596911b9d5a44	con	000011110000000000000000000000111111100000000000000000000000000011111100000000000000000000		Train	Train
minimum wage	fa478493f72414be6ef0fee5bac3678e	1	ea809ccfb7f59c70359e39558b97a945	con	00000000000000000000011111111000000000000000000000000000000000		Train	Train
minimum wage	69f59af0be305694cb49c7e121e619af	0	042b3943d1d2bc4dd95ede4adb4de62a	con	0000000000000000000001111111111100000000000000000000000000000000000000000000000001111111111111111111111		Dev	Train
minimum wage	6662243e71791f0d9e18cb188e97e4e5	0	c4bdb9d4a9293656c86f034a8f17a9a8	pro	00001111111100000000000000000000000000111111111		Test	
minimum wage	03ab1058e3d01998214ccf2188322c44	0	4cc2b96ca8b4788a875bb343a503d433	con	00000000000000000000000000000000000000000001111111111100001111111111000000000000011111111111111111		Train	Train
minimum wage	8e8b82b418541ad71a8f95c25798b4dd	0	2adccdfe9fd26eaba2cb4627c2fcb350	con	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111111000000000001111111111111111000000000000000000000000		Train	Train
minimum wage	1bd24425f152fe5fe12b23b92280166b	0	83a4506acdff1742649bfe44518a369e	pro	0000111111111111111100000000000000000000000000000000000		Test	
minimum wage	5fcf217be89ed44d37b7abb7d7f74804	0	69562e9b94b66f1571ae10907b830a47	con	0011110000000000000000000000000000000000000000000000000000001111111		Train	Train
minimum wage	5fcf217be89ed44d37b7abb7d7f74804	1	4c8293c01eb4b1cf5e9f118151b772a5	con	0000000000000000000000000000111111111111		Train	Train
minimum wage	073123141c0b3198b05351e348bb0f52	0	0da1eb1927c64fc532b23af27b17680f	pro	000000000000000000000000000000000000111110000000000000000000000001111100001111111111111111		Train	Train
minimum wage	c6e14343150f10881c7f4a90d6646b9a	0	c2dc354b57627a39c2dfdd769e7abbf0	pro	000000000000000000000000000000000001111111000001111111111000000000000000000000000000000000000000000000000		Train	Train
minimum wage	1cbdb5b4abbdc32000336542761d5c8b	0	634f02649da595e4752c6abe26034314	con	0000000111111111111111111000000001111111111111111000000000000000111111111111111111111111		Train	Train
minimum wage	81a7fcd64a1e0dc71b93e9953d7702bc	0	4090c3609cf4ab826062805d74eb7c72	pro	111111111111111111110000000000000000000011111111110000000011111111111100000000000000000001111111000000000011111111		Dev	Train
minimum wage	f511a39f311963d7572e0dcff554df4e	0	b9200f94d68a9fadaa240dc950109d46	con	00000000000000000000000000000111111111100000000000000000000000000000000001111111111110000000000000011111111111111		Train	Train
minimum wage	b396fc87df9de64c19d8e4d08727db33	0	6901b0bb5936d74b3b404e3f416f667f	con	000000000000000000000000000000000000000111111111111111000011111111111111111100000000000000000111111		Test	
minimum wage	68cdf6f6249505ceb5a05b64396f1df4	0	af4ac590a2e75b71b840f263fa58928b	con	00001111111111000000000000000111111111000000000000000000001111110000000000000000000000000000111111111111111111111		Test	
minimum wage	a998cac81f50b52111e5e71c17b88c7c	0	2e7cb78b44e8fa49d6ce37c78a2703e2	con	000000000000000000000000000000000000000000000111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000		Test	
minimum wage	18b5985b6cd19e34b7942a26c3d6120e	0	89ee0371e1474ea16756db3318c4ca6f	pro	00000000000000000000000000000000000000000000000000000000000001111111111100000000000000000000001111111		Train	Train
minimum wage	ba6faec5f727ee4ce563db43c69d060a	0	c5351a2bb0bf7ccccd7f1b8704e78092	pro	000000000000000000000000000000000000000000000111111111111111111100000000000000000000000000000001111111111111111000000000001111111111		Train	Train
minimum wage	f255758aba53f30292bdefa21d594c18	0	1d83ea88af3aba368fe4029145efa98c	pro	000000000000000000000000000000000000001111111000001111111000000000000000000000000000000000011111111111111111		Test	
minimum wage	5a25d99b0a820c092827e5f42ce9c183	0	e3ad070242f22a27962999a8151087e1	con	00000000000000000000111111111111		Train	Train
minimum wage	5a25d99b0a820c092827e5f42ce9c183	1	e91437281134a9917bc70719a3dd51eb	pro	1111111111111111111100000000000111111111111100000000000000000000000011111111111111111100000000000000000000000000000000		Train	Train
minimum wage	067830d613d725d307e86a703e2523a7	0	c854a54441a856ccc682d81db21e37bc	pro	00000000000000000000000111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		Train	Train
minimum wage	0caad390746273bcd77fff986b6644f3	0	cc6efe39114a3e397eabeab6645d06e9	pro	0000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111110000000000111111		Train	Train
minimum wage	a4d963d663200ea9a8c216c17fe9b6b3	0	3af72c751127ebce673fc3165d02b6eb	pro	0000000000000000000000000000000000000000000000000000011111111110000000000000000000		Train	Train
minimum wage	8727619d8aecda0bb8ccca614f4061d6	0	fb2ba93d341fffa8c74e30b4b89c8c3c	pro	0000000111111100000000000000111111000000000000000000000001111111111111111111111100000000000000000000000000000000001111111111111000000000000000000		Train	Train
minimum wage	72167efa672db24c68287b5c5da3bddd	0	4356fa66312f8fbc3fd387988da075ee	pro	00000000000000000011110000000000000001111111000000000001111111111111111100111111111111111111111111		Train	Train
minimum wage	72450ceeef71a4ea763b59f3b77b9f41	0	f89e75dab3333847ce4b8d115c7b0a6c	con	00000000001111111100000000000000		Train	Train
minimum wage	15dc58802a35fb96fce2df96e6108908	0	f6dc0b903ca12ea5d84a51b2ac7daa90	con	00000000000000000000000000000000000000000000000000000000000000000011111111111110000000000000000000111111111111		Test	
minimum wage	03a91c01c1b78e0fbda7857a3a1e7621	0	d8ff39874d312d2eb447e69b1c8560e9	con	00000000000000000000000000000111111100000011111111111111111001111111111110000000111111111111111110000000000000000011111100001111111111111111		Test	
minimum wage	b7ba43536962ae7e608ac91f04865f42	0	2c364c6f0200fc4c58262c25839964ff	pro	000000000011111111111111111111100111111111111111100000000000000		Train	Train
minimum wage	b7ba43536962ae7e608ac91f04865f42	1	2a00b6a7cdd9ce1b5d3563fd5e3ea3ca	pro	11111111111100000000000000		Train	Train
minimum wage	b7ba43536962ae7e608ac91f04865f42	2	14cfd51075971e00674519530395f0ee	pro	1111000000000000000000000001111111		Train	Train
minimum wage	555880b66d1e4625fd15a033429a936c	0	476ca5ac91a49a6928e45f20208ae156	pro	000011111111111111111111000000000000000000000000000000001111111000000000000000		Train	Train
minimum wage	555880b66d1e4625fd15a033429a936c	1	d6f7683437019e201ef17f538ed7e5f5	pro	000000000000000000000111111111111111110000000000000000011111111		Train	Train
minimum wage	76e7bdd17840b8a95ef7c945292e5ae8	0	701cb2ef621067ce824d359d22451c13	con	000111111111111111111111000000000000000001111111000000000000000000000000000000111111111111111111111100000000000000000000000001111111000000000000111111		Train	Train
minimum wage	0ba9b8e22e434214ef958c28a65d9db0	0	8c68fa1a955b0e604562277973f3a565	pro	0000000000000001111111000000000000111111111111100000000000000000000000000000000000000000		Dev	Train
minimum wage	0ba9b8e22e434214ef958c28a65d9db0	1	1ee9a29494c5f78aa5933a01f09d677b	con	0000000000000111111000000000000		Dev	Train
minimum wage	cfcac936a92abdbdd1b59e7e82034145	0	5561b53c1740d14c291009d54883120b	con	00000000000000000000000000000000000000000000000000111111111111111111100000111111111111111110000000000000000000000000000000000000		Train	Train
minimum wage	922f75e338e3951ffe96a24c5ff892b0	0	47216b484c03cfa1cdb25126aa6ece3d	pro	000001111111000000000000011111110000000000000000000001111111111111111111111111111		Train	Train
minimum wage	c967fa1c56dd399dba11753e1fce939c	0	778ccb8ae3ba04d6c52d009c83e4ee63	pro	0000000000000000000000111000000000000000000000000000000000000000000000000000001111111111111111100000000000000000000000000000111111111111110000000000011111000000111111111100000000000000111111111		Dev	Train
minimum wage	361d2a1e2be13c4a1a37506c32abc050	0	cee7cd09debef9299cf364c01cdb8b76	pro	00001111111111111111000000000000000000000000000000000000000000000000000000000000000		Train	Train
minimum wage	08725672a40fa0211371ec6947fe8755	0	4e494a2f831ec159ae5745bd533a24e1	pro	0000000000000000000000000000000000000000000000000000001111111111		Train	Train
minimum wage	1adc286d032230ebd3983702fae3d6f3	0	d3073b506f2f94e134a46ce2156e5808	con	00000111111111110000001111111111111100000000000000000111111111000000000000000000011111111111100000000000001111100000111111000000000000000000000000000000000000011111		Train	Train
minimum wage	28128e24b283f6e882d71a79ccb69d60	0	126237ef56f4bb9b2efad9c2a0d010cb	pro	00000000000000000000000000001111111000000000000000000000000000011111111000000000000000000000		Test	
minimum wage	65794ae0e3d81f8043a9427cdd915ad8	0	ca98a73d550902b6f4da6c0abf84018a	con	00000000000001111111111000000000000011111111111111111111100000000000000000000000000111111111111111100000000		Train	Train
minimum wage	57f90b80fe437f18f6d93b9f00e365c5	0	326ce01b7f446ace26f8d544c42e3247	con	00000111111000000000001111111111111000000000111111000000000000011111111111111111100111111111111100000111111		Train	Train
